TH_T_U_UID,TERM,CLA_GR_UID,BROAD_TERM_U_UID,TOP_TERM_U_UID
204786,BATTLE HEADQUARTERS (3329/41),1,141140,133297
204787,BATTLE HEADQUARTERS (3329/41),1,143923,133297
204788,BEACH SCAFFOLDING,1,136824,133297
204789,BEACH SCAFFOLDING,1,136832,133297
204790,ROYAL ORDNANCE FACTORY,1,132497,132062
204791,ROYAL ORDNANCE FACTORY,1,132208,132062
204792,ROYAL ORDNANCE FACTORY,1,192001,143383
204793,EMERGENCY LANDING GROUND,1,134200,134198
204794,DISPERSAL PEN,1,136816,133297
204795,FIGHTER COMMAND STATION,1,185089,133297
204796,FIRING RANGE BLOCKHOUSE,1,133352,133297
204797,FIRING RANGE BLOCKHOUSE,1,133602,133551
204798,GRENADE RANGE,1,140616,133297
204799,GRENADE RANGE,1,204800,133297
204800,TRAINING AREA,1,136820,133297
204801,TRAINING BASE,1,136820,133297
204802,TRAINING BASE,1,133372,133297
204803,TRAINING CAMP,1,136820,133297
204804,TRAINING CAMP,1,133373,133297
204805,TRAINING SCHOOL WATCH OFFICE,1,182743,133297
204806,TRAINING SCHOOL WATCH OFFICE,1,182741,134198
204807,RADAR STATION SET HOUSE,1,132724,132062
204808,RADAR MAST,1,141400,133272
204809,RADIO TELEGRAPHY MAST,1,141400,133272
204810,RAIDSAFE SHELTER,1,133300,133297
204811,ORDNANCE DEPOT,1,139312,133297
204812,PHOTO INTERPRETATION CENTRE,1,185032,133297
204813,OPERATIONS ROOM,1,139302,133297
204814,TARGET RANGE,1,133602,133551
204815,TARGET RANGE,1,133352,133297
204816,TARGET RAILWAY,1,204815,133297
204817,TARGET RAILWAY,1,204814,133551
204818,SUPPLY DEPOT,1,139312,133297
204819,GUN LAYING RADAR PLATFORM,1,183388,133297
204820,GUN LAYING RADAR PLATFORM,1,183389,133297
204821,FLAME DEVICE,1,184563,133297
204822,FOUGASSE,1,136815,133297
204823,DEMOLITION CHARGE SITE,1,184543,133297
204824,CANADIAN PIPE MINE,1,204823,133297
204825,MINED ROAD,1,204823,133297
204826,MOBILE SOUND LOCATOR,1,143258,133297
204827,MORRISON SHELTER,1,133300,133297
204828,PLUTO SITE,1,176417,133297
204829,SPECIAL OPERATIONS EXECUTIVE BASE,1,133372,133297
204830,SPECIAL OPERATIONS EXECUTIVE BASE,1,136820,133297
204831,MILITARY OFFICE,1,135132,135088
204832,MILITARY OFFICE,1,136819,133297
204833,ARMY OFFICE,1,204832,133297
204834,SQUADRON OFFICE,1,204831,135088
204835,SQUADRON OFFICE,1,204832,133297
204836,BARBED WIRE ENTANGLEMENT,1,139303,133297
204837,DANNERT WIRE,1,139303,133297
205320,YARD MARKER,1,133602,133551
205321,YARD MARKER,1,133352,133297
205322,GOLF BUNKER,1,135331,133551
205333,ACCOMMODATION HUT,1,144323,131528
205334,AIRCRAFT COMPASS PLATFORM,1,136816,133297
205335,AIRCRAFT CRASH SITE,1,135088,135088
205337,AIRCRAFT LEVEL CROSSING,1,134307,134198
205338,AIRMENS QUARTERS,1,144323,131528
205339,AMPHIBIOUS BASE,1,133372,133297
205340,ANTI AIRCRAFT BATTERY COMMAND POST,1,139309,133297
205341,ANTI AIRCRAFT BATTERY COMMAND POST,1,136823,133297
205342,ANTI AIRCRAFT BATTERY COMMAND POST,1,133301,133297
205343,ANTI AIRCRAFT GUN POST,1,182770,133297
205344,ANTI AIRCRAFT GUN POST,1,182771,133297
205345,ANTI AIRCRAFT GUN TOWER,1,136812,133297
205346,ARTILLERY FIRING RANGE,1,133602,133551
205347,ARTILLERY FIRING RANGE,1,133352,133297
205348,ANTI TANK GUNNERY RANGE,1,205347,133297
205349,ANTI TANK GUNNERY RANGE,1,205346,133551
205350,ANTI TANK ISLAND,1,184543,133297
205351,ANTI TANK WALL (ASSAULT TRAINING),1,136820,133297
205352,ANTI TANK DITCH,1,184560,133297
205353,ANTI TANK DITCH,1,184559,133297
205354,ANTI TANK DITCH (ARTIFICIAL),1,205353,133297
205355,ANTI TANK DITCH (NATURAL IMPROVED),1,205353,133297
205356,ANTI TANK DITCH (NATURAL IMPROVED),1,205352,133297
205357,ANTI TANK DITCH (ARTIFICIAL),1,205352,133297
205358,FIGHTER PEN,1,204794,133297
205374,RAMS PEN,1,135092,134003
205375,ROOT ROOM,1,134105,134003
205393,DUMMY PILLBOX,1,133386,133297
205414,COURTYARD PLAN,1,205439,143383
205415,LOOSE COURTYARD PLAN,1,205414,143383
205416,LOOSE COURTYARD PLAN (FOUR SIDED),1,205415,143383
205417,LOOSE COURTYARD PLAN (ONE SIDED),1,205415,143383
205418,LOOSE COURTYARD PLAN (THREE SIDED),1,205415,143383
205419,LOOSE COURTYARD PLAN (TWO SIDED),1,205415,143383
205420,REGULAR COURTYARD PLAN,1,205414,143383
205421,REGULAR COURTYARD E PLAN,1,205420,143383
205422,REGULAR COURTYARD F PLAN,1,205420,143383
205424,REGULAR COURTYARD FULL PLAN,1,205420,143383
205425,REGULAR COURTYARD H PLAN,1,205420,143383
205426,REGULAR COURTYARD L PLAN,1,205420,143383
205427,REGULAR COURTYARD MULTI YARD,1,205420,143383
205428,REGULAR COURTYARD T PLAN,1,205420,143383
205429,REGULAR COURTYARD U PLAN,1,205420,143383
205430,REGULAR COURTYARD Z PLAN,1,205420,143383
205431,DISPERSED PLAN,1,205439,143383
205432,DISPERSED CLUSTER PLAN,1,205431,143383
205433,DISPERSED DRIFTWAY PLAN,1,205431,143383
205434,DISPERSED MULTI YARD PLAN,1,205431,143383
205435,LINEAR PLAN,1,205439,143383
205436,PARALLEL PLAN,1,205439,143383
205437,ROW PLAN,1,205439,143383
205438,L PLAN (HOUSE ATTACHED),1,205439,143383
205439,FARMSTEAD,1,143383,143383
205440,STADDLE BARN,1,134187,134003
205441,PORTAL FRAMED SHED,1,143383,143383
205442,BASTLE (NON DEFENSIVE),1,143504,143383
205443,BASTLE (NON DEFENSIVE),1,135169,131528
205444,BASTLE (NON DEFENSIVE),1,144823,131528
205445,AUXILIARY UNIT SITE,1,184543,133297
205446,AUXILIARY UNIT SPECIAL DUTIES BASE,1,205445,133297
205447,AUXILIARY UNIT SPECIAL DUTIES OUTSTATION,1,205446,133297
205448,AUXILIARY UNIT SPECIAL DUTIES CONTROL STATION,1,205446,133297
205449,AUXILIARY FIRE STATION,1,133107,133065
205450,AUXILIARY HOSPITAL,1,134530,134482
205452,AUXILIARY UNIT BOMB STORE,1,205445,133297
205455,REGIONAL GOVERNMENT SHELTER,1,133300,133297
205456,GUN STORE,1,135063,133297
205457,CIVIL DEFENCE GARAGE,1,139305,133297
205458,CIVIL DEFENCE HEADQUARTERS,1,139305,133297
205459,CIVIL DEFENCE TRAINING CENTRE,1,136813,133297
205460,CHEMICAL WEAPONS STORE,1,135063,133297
205461,MANORIAL FARM,1,134086,134003
205493,ROCKET TEST FACILITY,1,134206,134198
205494,ARCH DAM,1,132799,132062
205495,ARCH DAM,1,134426,134417
205496,ARCH DAM,1,192296,133420
205497,MILL DAM,1,192296,133420
205498,BARRAGE,1,192296,133420
205499,BASKETBALL COURT,1,144464,133551
205500,BELISHA BEACON,1,135195,133272
205501,BELISHA BEACON,1,135171,131783
205502,BET HAMIDRASH,1,134740,133667
205503,BET HAMIDRASH,1,133422,133422
205505,BUTTRESS DAM,1,132799,132062
205506,BUTTRESS DAM,1,134426,134417
205507,BUTTRESS DAM,1,192296,133420
205508,CEREAL FACTORY,1,191994,143383
205509,CEREAL FACTORY,1,132190,132062
205510,CEREAL FACTORY,1,132258,132062
205511,GIG MILL,1,132666,132062
205512,GIG MILL,1,132910,132062
205513,GIG MILL,1,177443,132062
205533,JAIN TEMPLE,1,133988,133667
205570,LAGER BREWERY,1,132229,132062
205571,PAINTBALLING SITE,1,135327,133551
205572,PIERMASTERS OFFICE,1,134706,133420
205573,PREFABRICATED CLASSROOM,1,145885,143383
205574,ROMANY GYPSY SCHOOL,1,133423,133422
205595,RAILWAY BUILDING,1,135244,134198
205597,DEPOT,1,135088,135088
205653,DRAW KILN,1,132079,132062
205654,DRAW KILN,1,132279,132062
205655,DRAW KILN,1,192146,143383
205673,FLARE KILN,1,132079,132062
205674,FLARE KILN,1,132279,132062
205675,FLARE KILN,1,192146,143383
205676,FOX COVERT,1,134125,134003
205677,FOX COVERT,1,135328,133551
205678,GAME COVERT,1,134125,134003
205679,GAME COVERT,1,135328,133551
205680,HORIZONTAL WATERMILL,1,132812,132062
205693,HARE WARREN,1,134003,134003
205694,SLAG PIT,1,135300,135088
205714,SOLAR EVAPORATION PAN,1,182374,132062
205733,CLOTH WAREHOUSE,1,134960,133154
205734,FUELLING STATION,1,134198,134198
205735,JAM FACTORY,1,132190,132062
205736,JAM FACTORY,1,132258,132062
205737,JAM FACTORY,1,191994,143383
205738,BOMBER COMMAND STATION,1,185089,133297
205739,INFANTRY BARRACKS,1,134692,131528
205740,GOLF LINKS,1,135331,133551
205741,HELTER SKELTER,1,141125,133551
205753,DARBAR SAHIB,1,136863,133667
205754,DEER SHED,1,134105,134003
205755,DIVING POOL,1,135327,133551
205773,COTTON WORKSHOP,1,172264,132062
205793,TANK,1,136021,133297
205813,STANTON SHELTER,1,133300,133297
205833,WATCH OFFICE (1960/34),1,182743,133297
205834,WATCH OFFICE (1960/34),1,182741,134198
205835,THEATRE STANDING,1,135288,143383
205839,ROLLER MILL,1,132259,132062
205840,ROLLER MILL,1,132588,132062
205841,GATEWAY,1,143383,143383
205847,LANDMARK TOWER,1,135247,134198
205848,LANDMARK TOWER,1,135171,131783
206590,RUSSIAN BATHS,1,135785,133551
206591,TANK RAMP,1,134353,134198
206592,TELEVISION SET,1,133295,133272
206593,TRAM TURNTABLE,1,135494,134198
206594,SPIRIT CELLAR,1,143763,135088
206596,PRIVATE SURGERY,1,135652,134482
206597,MOTOR HOUSE,1,134284,134198
206598,ACADEMY SCHOOL,1,133423,133422
206599,CELTIC CROSS,1,133755,133667
206600,CASKET TOMB,1,144563,133667
206601,LEVEL CROSSING GATE HUT,1,135244,134198
206613,TANK RAMP,1,139312,133297
206752,ORDNANCE DISPOSAL SITE,1,133297,133297
206771,REMOUNT DEPOT,1,139312,133297
206772,SHIRT FACTORY,1,192012,143383
206773,SHIRT FACTORY,1,132186,132062
206774,SHIRT FACTORY,1,135516,132062
206775,COLLAR FACTORY,1,192012,143383
206776,COLLAR FACTORY,1,132186,132062
206777,COLLAR FACTORY,1,135516,132062
206778,THEATRE STANDING,1,135326,133551
206779,INTERNET CAFE,1,191942,133551
206780,LAND ARMY HOSTEL,1,135020,131528
206781,PARISH BOUNDARY,1,135295,143383
206782,COUNTY BOUNDARY,1,133065,133065
206783,COUNTY BOUNDARY,1,135295,143383
206784,COMMEMORATIVE GARDEN,1,135067,135065
206795,ORNAMENTAL BATH,1,134441,134417
206796,ORNAMENTAL BATH,1,131783,131783
206797,OVERBRIDGE,1,135240,134198
206798,OVERBRIDGE,1,143703,143383
206799,OVERBRIDGE,1,135244,134198
206800,UNDERBRIDGE,1,135240,134198
206801,UNDERBRIDGE,1,143703,143383
206802,UNDERBRIDGE,1,135244,134198
206804,RUNWAY LIGHTING,1,135239,134198
206806,STONE MILL,1,132259,132062
206807,STONE MILL,1,132588,132062
206808,COMBINATION MILL,1,132259,132062
206809,COMBINATION MILL,1,132588,132062
206814,METAL BOX FACTORY,1,214930,132062
206816,METAL BOX FACTORY,1,214931,143383
206819,MAGNESIUM FACTORY,1,135384,132062
206845,CORDITE DOUGH STORE,1,140635,132062
206846,GUNCOTTON STOVE,1,140635,132062
206847,LISTENING POST,1,185090,133297
206848,REQUISITIONED LAND,1,134003,134003
206849,REQUISITIONED LAND,1,133297,133297
206850,CHLOROPHYLL FACTORY,1,191884,132062
206868,SLAB BRIDGE,1,135240,134198
206869,SLAB BRIDGE,1,143703,143383
206870,CORDITE INCORPORATING HOUSE,1,140635,132062
207034,CROW,1,135100,134003
207035,GOOSEHOLE,1,135852,134003
207037,CALCITE MINE,1,132676,132062
207038,BESSEMER STEEL WORKS,1,145543,132062
207039,BESSEMER STEEL WORKS,1,132557,132062
207040,CAVITATION TUNNEL,1,135396,132062
207041,ANODIZING WORKS,1,145663,132062
207042,AEROSPACE ENGINEERING WORKS,1,132988,132062
207043,BANDAGE FACTORY,1,143600,143383
207044,BANDAGE FACTORY,1,132173,132062
207045,GAS MASK FACTORY,1,143600,143383
207046,GAS MASK FACTORY,1,132173,132062
207047,CHENILLE FACTORY,1,143600,143383
207048,CHENILLE FACTORY,1,132173,132062
207049,SLIPPER WORKS,1,132215,132062
207050,SLIPPER WORKS,1,132848,132062
207051,ROOM AND POWER MILL,1,133017,132062
207052,ROOM AND POWER MILL,1,132625,132062
207053,CONTROL TOWER (5223A/51),1,182799,133297
207054,BARRAGE BALLOON MANUFACTORING SITE,1,135438,132062
207055,PAPER YARN MILL,1,132668,132062
207056,PAPER YARN MILL,1,135458,132062
207058,KNITTING FACTORY,1,135516,132062
207059,KNITTING FACTORY,1,132186,132062
207060,LAMSON PNEUMATIC TUBE SYSTEM,1,133272,133272
207061,TUFTING MACHINERY WORKS,1,132173,132062
207062,TUFTING MACHINERY WORKS,1,143600,143383
207071,DEFENDED HOUSE,1,204202,133297
207072,BATTLEFIELD DEBRIS,1,135088,135088
207073,BATTLEFIELD WRECKAGE,1,135088,135088
207074,SPORTS EQUIPMENT FACTORY,1,143600,143383
207075,SPORTS EQUIPMENT FACTORY,1,132173,132062
207076,BILLIARD TABLE FACTORY,1,207074,143383
207077,BILLIARD TABLE FACTORY,1,207075,132062
207080,TEXTILE MACHINERY WORKS,1,143600,143383
207081,TEXTILE MACHINERY WORKS,1,132173,132062
207082,SENSORY GARDEN,1,131898,131783
207083,MATTRESS FACTORY,1,143600,143383
207084,MATTRESS FACTORY,1,132173,132062
207085,SHADOW FACTORY,1,185030,133297
207086,SHADOW FACTORY,1,185029,143383
207087,SHADOW FACTORY,1,185028,132062
207093,FIRING CHAMBER,1,140616,133297
207094,ATOMIC WEAPONS RESEARCH STATION,1,140616,133297
207095,CARAVAN FACTORY,1,135397,132062
207096,CARAVAN FACTORY,1,143600,143383
207097,CARAVAN FACTORY,1,132173,132062
207098,FIBREGLASS WORKS,1,143600,143383
207099,FIBREGLASS WORKS,1,132173,132062
207100,MURAL,1,143783,135088
207101,VOLUNTARY AID DETACHMENT HOSPITAL,1,205450,134482
207103,ROCKET,1,133297,133297
207104,PACKAGING EQUIPMENT FACTORY,1,143600,143383
207105,PACKAGING EQUIPMENT FACTORY,1,132173,132062
209542,HORSE ISOLATION HOSPITAL,1,134122,134482
209543,JUNCTION BOX,1,135171,131783
209592,DECOY BATTERY,1,136633,133297
209607,STOP LINE,1,184543,133297
209608,NAVAL BATTLEFIELD,1,133420,133420
209619,HERBAL BREWERY,1,132229,132062
209620,FLAME RETARDANT MATERIAL FACTORY,1,143600,143383
209621,FLAME RETARDANT MATERIAL FACTORY,1,132173,132062
209622,LAMINATE FLOOR FACTORY,1,132173,132062
209623,LAMINATE FLOOR FACTORY,1,143600,143383
209624,MISSILE TEST SITE,1,140616,133297
209625,MISSILE SILO,1,133297,133297
209631,MISSILE UNDERGROUND LAUNCHER,1,140616,133297
209657,REQUISITIONED BUILDING,1,133297,133297
209658,CANADIAN FORESTRY CORPS CAMP,1,133373,133297
209660,STORAGE FACILITY,1,135088,135088
209661,STORAGE BUILDING,1,209660,135088
209662,AMBULANCE PARK,1,185022,133297
209663,AMMUNITION DEPOT,1,135063,133297
209664,ART STORAGE FACILITY,1,209660,135088
209665,AUXILIARY UNIT SPECIAL DUTIES ZERO STATION,1,205446,133297
209666,AUXILIARY UNIT CONTROL STATION,1,205445,133297
209667,AUXILIARY UNIT OBSERVATION POST,1,205445,133297
209668,BATTERY ENGINE HOUSE,1,132756,132062
209669,BILLET,1,135035,131528
209670,BRITISH RESTAURANT,1,191940,133551
209671,BRITISH RESTAURANT,1,133171,133154
209672,CHECKPOINT,1,136855,133297
209673,COAST BATTERY GUN SITE,1,133360,133297
209674,COASTAL BATTERY COMMAND POST,1,139309,133297
209675,COASTAL BATTERY COMMAND POST,1,136826,133297
209676,COASTAL BATTERY COMMAND POST,1,133339,133297
209677,COASTAL BATTERY COMMAND POST,1,134720,133420
209678,COASTAL OBSERVATION POST,1,135829,133297
209679,DINGHY SHED (2900/43),1,136816,133297
209680,DINGHY SHED (2901/43),1,136816,133297
209681,EMERGENCY WAR HEADQUARTERS,1,205458,133297
209682,FIRE SERVICES HEADQUARTERS,1,133065,133065
209683,FOOD DEPOT,1,205597,135088
209684,FOOD AND REST CENTRE,1,139305,133297
209685,FUEL DEPOT,1,205597,135088
209686,MOTOR TRANSPORT BUILDING,1,136821,133297
209687,STORAGE DEPOT,1,205597,135088
209688,VEHICLE REPAIR CENTRE,1,135247,134198
209908,DEFENCE LINE,1,184543,133297
209909,NUCLEAR COMMAND CENTRE,1,136813,133297
209910,RECREATION HUT,1,136819,133297
209911,SICK QUARTERS,1,136819,133297
209912,MEDICAL BLOCK,1,134482,134482
209913,FUEL TANK,1,132062,132062
209914,FIRE SERVICE HEADQUARTERS,1,133065,133065
209915,CAR WASH,1,135247,134198
209916,TECHNICAL SITE,1,176417,133297
209917,EMERGENCY STORE,1,133065,133065
209918,EMERGENCY STORE,1,133297,133297
209919,RECEPTION CENTRE,1,136819,133297
209920,AGRICULTURAL TOOL WORKS,1,143600,143383
209921,AGRICULTURAL TOOL WORKS,1,132173,132062
209922,PACKAGING FACTORY,1,143600,143383
209923,PACKAGING FACTORY,1,132173,132062
210185,CABLE INSULATION FACTORY,1,143600,143383
210186,CABLE INSULATION FACTORY,1,132173,132062
210361,FIREPLACE FACTORY,1,143600,143383
210362,FIREPLACE FACTORY,1,132173,132062
210367,VIVARIUM,1,134003,134003
210368,VIVARIUM,1,131941,131783
210369,STARTING GATE,1,144465,133551
210616,YARN PREPARATION WORKS,1,132986,132062
210617,CLERGY DAUGHTERS SCHOOL,1,133423,133422
210632,POULTIGGERY,1,134006,134003
210971,WAR MEMORIAL (FREESTANDING),1,135086,135065
210972,WAR MEMORIAL (TRIBUTE),1,135086,135065
210975,PLAYGROUND EQUIPMENT,1,133551,133551
211142,ARTIFICIAL REEF,1,133420,133420
211145,UNDERWATER DIVING FEATURE,1,133420,133420
211146,UNDERWATER DIVING FEATURE,1,135327,133551
211416,BAIZE WORKS,1,132986,132062
211417,MORDANT WORKS,1,132285,132062
211418,MORDANT WORKS,1,145521,132062
211419,TRIPE BOILING SHOP,1,135402,132062
213223,ROCKET HOUSE,1,133125,133065
213224,ROCKET HOUSE,1,134761,133420
213287,FURLONG BOUNDARY,1,135295,143383
213297,SMOKE GENERATOR,1,136815,133297
213306,CELESTINE WORKINGS,1,132676,132062
213307,INLAND SORTING DEPOT,1,204818,133297
213308,INLAND SORTING DEPOT,1,135244,134198
213316,HOLIDAY ACCOMMODATION,1,133551,133551
213339,VEHICLE DEPOT,1,135247,134198
213359,RADIO TELEGRAPHY STATION,1,135186,133272
213360,Y STATION,1,141381,133297
213361,Y STATION,1,213359,133272
213362,Z STATION,1,141381,133297
213363,Z STATION,1,213359,133272
213369,PRISON CHAPEL,1,133734,133667
213370,ANGLICAN CHAPEL,1,133734,133667
213372,PENCIL SHARPENING STONE,1,135088,135088
213387,VERGERS COTTAGE,1,135169,131528
213388,VERGERS COTTAGE,1,143504,143383
213389,RIVER DEFENCES,1,144764,134417
213396,HILLSLOPE ENCLOSURE,1,133349,133297
213397,HILLSLOPE ENCLOSURE,1,131625,131528
213411,COBBLE QUARRY,1,135480,132062
213424,CARE CENTRE,1,134482,134482
213425,PAGODA,1,133667,133667
213426,DHARMA HALL,1,133667,133667
213429,TREE CATHEDRAL,1,131783,131783
213430,CHEMICAL WEAPONS RESEARCH STATION,1,140616,133297
213431,FOG BELL,1,134753,133420
213432,FOG BELL,1,135195,133272
213449,RECEPTION HOUSE,1,133767,133667
213494,MICRARIUM,1,133491,133422
213495,MICRARIUM,1,133628,133551
213496,RICE MILL,1,135402,132062
213497,RICE MILL,1,132579,132062
213498,STAIRCASE LOCK,1,134767,133420
213499,STAIRCASE LOCK,1,135265,134198
213500,HORSE RECOVERY STEP,1,135265,134198
213501,HYDRAULIC LIFT,1,135434,132062
213502,WATCH FACTORY,1,132173,132062
213503,WATCH FACTORY,1,143600,143383
213505,TURPENTINE FACTORY,1,192018,143383
213506,TURPENTINE FACTORY,1,145521,132062
213507,TURPENTINE FACTORY,1,132285,132062
213508,TELEGRAPH KEEPERS COTTAGE,1,135169,131528
213509,TELEGRAPH KEEPERS COTTAGE,1,143504,143383
213510,PATENT SLIP,1,134198,134198
213511,BELTING WORKS,1,132173,132062
213512,BELTING WORKS,1,143600,143383
213513,MASONS MARK,1,143783,135088
213514,APOTROPAIC MARK,1,143783,135088
213539,ORGAN BLOWING CHAMBER,1,133667,133667
213541,ORGAN BLOWING CHAMBER,1,133551,133551
213545,NATIONAL PARK,1,131783,131783
213554,CHALK MINE,1,132676,132062
213555,RIVER INTAKE,1,134422,134417
213556,RIVER INTAKE,1,134778,133420
213557,RIVER INTAKE,1,134426,134417
213558,RIVER INTAKE,1,192296,133420
213559,RIVER GATE,1,143803,143383
213560,TURBARY STONE,1,135875,135088
213566,JACKABLE TIMBER FRAMED BUILDING,1,135872,143383
214071,Renewable Energy Park,1,132724,132062
214072,MONASTIC DWELLING,1,192078,143383
214073,CLERGY HOUSE,1,192078,143383
214074,PROVOSTS HOUSE,1,192078,143383
214075,BAR (LICENSED),1,191947,133551
214076,BEER HOUSE,1,191947,133551
214077,GIN PALACE,1,191947,133551
214079,WINE BAR,1,191947,133551
214080,WHARFINGERS COTTAGE,1,192096,143383
214081,COASTGUARDS COTTAGE,1,192096,143383
214082,DOCK WORKERS COTTAGE,1,192096,143383
214083,FISHERMANS HOUSE,1,192096,143383
214084,LIGHTKEEPERS HOUSE,1,192096,143383
214085,NAVAL OFFICERS HOUSE,1,192096,143383
214086,MASTER ROPEMAKERS HOUSE,1,192096,143383
214087,ORDNANCE STOREKEEPERS HOUSE,1,192096,143383
214088,MARINERS COTTAGE,1,192096,143383
214089,PORT ADMIRALS HOUSE,1,192096,143383
214090,PIERMASTERS HOUSE,1,192096,143383
214091,LIFEBOATMANS COTTAGE,1,192096,143383
214092,MASTER SHIPWRIGHTS HOUSE,1,192096,143383
214093,BRIDGE KEEPERS COTTAGE,1,192110,143383
214094,CANAL WORKERS COTTAGE,1,192110,143383
214095,LOCK KEEPERS COTTAGE,1,192110,143383
214096,COACHMANS COTTAGE,1,192110,143383
214097,CROSSING KEEPERS COTTAGE,1,192110,143383
214098,TOLL HOUSE,1,192110,143383
214099,FERRYKEEPERS COTTAGE,1,192110,143383
214100,INCLINE KEEPERS COTTAGE,1,192110,143383
214101,LENGTHMANS COTTAGE,1,192110,143383
214102,RAILWAY WORKERS COTTAGE,1,192110,143383
214103,STATION MASTERS HOUSE,1,192110,143383
214104,WHARFINGERS COTTAGE,1,192110,143383
214105,SIGNALMANS COTTAGE,1,192110,143383
214106,FORD KEEPERS COTTAGE,1,192110,143383
214107,CHAUFFEURS FLAT,1,192110,143383
214108,LIGHTKEEPERS HOUSE,1,192110,143383
214116,FLOOD MARKER POST,1,154123,135088
214117,FLOOD MARKER,1,183054,135088
214118,AIRCRAFT BREAKING YARD,1,132062,132062
214119,Q PIT,1,132076,132062
214120,Q PIT,1,143505,143383
214122,CLAYING TRENCH,1,134133,134003
214123,CLAYING TRENCH,1,132151,132062
214124,WHETSTONE MINE,1,132676,132062
214125,CHOPWOOD KILN,1,132076,132062
214126,CHOPWOOD KILN,1,143505,143383
214127,CLAMP LIME KILN,1,132079,132062
214128,CLAMP LIME KILN,1,192146,143383
214142,CURLING POND,1,135327,133551
214297,SARSEN PIT,1,132151,132062
214298,BLAST SHELTER (2360/41),1,185033,133297
